Date,Time,Count,LOC,summary,icon,temperature,humidity,pressure,GroupNo,Day,DayNo,Is_Holiday
10/01/18,20:00:00,293,ALUVA,Possible Light Rain and Humid,rain,78.84,0.99,1011.7,6,Wednesday,2,0
10/01/18,21:00:00,191,ALUVA,Possible Light Rain and Humid,rain,77.41,1.0,1012.3,1,Wednesday,2,0
10/01/18,22:00:00,281,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.69,1.0,1011.7,8,Wednesday,2,0
10/01/18,23:00:00,87,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.1,1.0,1011.7,6,Wednesday,2,0
11/01/18,00:00:00,140,ALUVA,Humid,clear-night,77.85,1.0,1011.3,6,Thursday,3,0
11/01/18,01:00:00,70,ALUVA,Humid and Overcast,cloudy,77.35,1.0,1011.0,6,Thursday,3,0
11/01/18,02:00:00,254,ALUVA,Humid,clear-night,78.37,0.99,1012.5,3,Thursday,3,0
11/01/18,03:00:00,56,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.16,0.94,1012.9,6,Thursday,3,0
11/01/18,04:00:00,209,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,79.3,0.91,1011.6,2,Thursday,3,0
11/01/18,05:00:00,105,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.17,0.95,1011.6,2,Thursday,3,0
11/01/18,06:00:00,135,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.2,0.94,1010.7,6,Thursday,3,0
11/01/18,07:00:00,201,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.68,0.93,1009.6,3,Thursday,3,0
11/01/18,08:00:00,232,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.72,0.89,1010.4,6,Thursday,3,0
11/01/18,09:00:00,288,ALUVA,Humid and Overcast,cloudy,79.29,0.91,1010.4,6,Thursday,3,0
11/01/18,10:00:00,143,ALUVA,Humid and Overcast,cloudy,78.69,0.92,1010.9,8,Thursday,3,0
11/01/18,11:00:00,223,ALUVA,Possible Light Rain and Humid,rain,76.94,1.0,1011.3,6,Thursday,3,0
11/01/18,12:00:00,224,ALUVA,Possible Light Rain and Humid,rain,76.56,1.0,1012.1,1,Thursday,3,0
11/01/18,13:00:00,132,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,77.77,0.99,1011.4,1,Thursday,3,0
11/01/18,14:00:00,158,ALUVA,Humid and Overcast,cloudy,77.85,0.92,1011.3,8,Thursday,3,0
11/01/18,15:00:00,194,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.1,0.87,1012.6,3,Thursday,3,0
11/01/18,16:00:00,107,ALUVA,Humid,clear-night,77.41,0.86,1013.0,6,Thursday,3,0
11/01/18,17:00:00,153,ALUVA,Humid and Overcast,cloudy,78.57,0.8,1011.9,2,Thursday,3,0
11/01/18,18:00:00,269,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,76.04,0.99,1012.4,2,Thursday,3,0
11/01/18,19:00:00,237,ALUVA,Humid,clear-night,77.43,0.88,1013.0,5,Thursday,3,0
11/01/18,20:00:00,70,ALUVA,Humid,clear-night,78.01,0.83,1012.3,6,Thursday,3,0
11/01/18,21:00:00,201,ALUVA,Humid,clear-night,78.38,0.86,1011.6,8,Thursday,3,0
11/01/18,22:00:00,148,ALUVA,Humid,clear-night,78.23,0.89,1011.4,5,Thursday,3,0
11/01/18,23:00:00,200,ALUVA,Humid,clear-night,76.74,1.0,1011.8,1,Thursday,3,0
12/01/18,00:00:00,125,ALUVA,Possible Light Rain and Humid,rain,79.17,0.89,1013.0,1,Friday,4,0
12/01/18,01:00:00,165,ALUVA,Possible Light Rain and Humid,rain,75.56,1.0,1013.4,3,Friday,4,0
12/01/18,02:00:00,155,ALUVA,Humid and Overcast,cloudy,77.04,0.88,1012.1,1,Friday,4,0
12/01/18,03:00:00,194,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.01,0.86,1012.2,3,Friday,4,0
12/01/18,04:00:00,297,ALUVA,Humid,clear-night,78.61,0.81,1012.2,6,Friday,4,0
12/01/18,05:00:00,128,ALUVA,Humid and Overcast,cloudy,78.09,0.86,1011.6,3,Friday,4,0
12/01/18,06:00:00,55,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.7,0.9,1010.9,3,Friday,4,0
12/01/18,07:00:00,182,ALUVA,Possible Light Rain and Humid,rain,76.85,0.97,1012.8,6,Friday,4,0
12/01/18,08:00:00,167,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.01,0.84,1010.8,6,Friday,4,0
12/01/18,09:00:00,259,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.05,0.93,1011.7,3,Friday,4,0
12/01/18,10:00:00,243,ALUVA,Possible Light Rain and Humid,rain,77.35,0.98,1012.0,8,Friday,4,0
12/01/18,11:00:00,280,ALUVA,Humid,clear-night,78.42,0.87,1012.1,8,Friday,4,0
12/01/18,12:00:00,277,ALUVA,Humid,clear-night,77.14,0.98,1013.0,3,Friday,4,0
12/01/18,13:00:00,185,ALUVA,Humid,clear-night,77.38,0.98,1012.3,8,Friday,4,0
12/01/18,14:00:00,144,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.6,0.99,1010.9,3,Friday,4,0
12/01/18,15:00:00,224,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.94,0.95,1012.0,6,Friday,4,0
12/01/18,16:00:00,227,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.56,0.89,1011.6,6,Friday,4,0
12/01/18,17:00:00,200,ALUVA,Humid and Overcast,cloudy,77.27,0.93,1013.0,6,Friday,4,0
12/01/18,18:00:00,159,ALUVA,Possible Light Rain and Humid,rain,75.58,1.0,1013.1,6,Friday,4,0
12/01/18,19:00:00,124,ALUVA,Humid,clear-night,78.58,0.91,1014.4,6,Friday,4,0
12/01/18,20:00:00,151,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.53,0.98,1014.1,3,Friday,4,0
12/01/18,21:00:00,265,ALUVA,Humid,clear-night,78.39,0.98,1013.0,5,Friday,4,0
12/01/18,22:00:00,236,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.35,0.95,1011.7,1,Friday,4,0
12/01/18,23:00:00,120,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.91,0.94,1012.0,8,Friday,4,0
13/01/18,00:00:00,212,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.05,0.93,1012.6,1,Saturday,5,1
13/01/18,01:00:00,69,ALUVA,Humid,clear-night,77.45,0.91,1012.7,8,Saturday,5,1
13/01/18,02:00:00,182,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.45,0.92,1012.8,3,Saturday,5,1
13/01/18,03:00:00,294,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,76.84,0.93,1011.6,8,Saturday,5,1
13/01/18,04:00:00,61,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.13,0.9,1012.7,6,Saturday,5,1
13/01/18,05:00:00,158,ALUVA,Partly Cloudy,partly-cloudy-night,75.69,0.76,1012.0,5,Saturday,5,1
13/01/18,06:00:00,55,ALUVA,Clear,clear-night,75.48,0.82,1012.6,3,Saturday,5,1
13/01/18,07:00:00,89,ALUVA,Mostly Cloudy,partly-cloudy-night,76.18,0.85,1012.6,8,Saturday,5,1
13/01/18,08:00:00,187,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,76.65,0.89,1012.6,2,Saturday,5,1
13/01/18,09:00:00,208,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,76.22,0.92,1012.5,6,Saturday,5,1
13/01/18,10:00:00,154,ALUVA,Humid,clear-night,76.75,0.88,1012.9,1,Saturday,5,1
13/01/18,11:00:00,177,ALUVA,Humid,clear-night,76.54,0.92,1012.0,6,Saturday,5,1
13/01/18,12:00:00,267,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.67,0.9,1011.4,5,Saturday,5,1
13/01/18,13:00:00,272,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,79.02,0.92,1012.4,1,Saturday,5,1
13/01/18,14:00:00,96,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.25,0.86,1012.7,6,Saturday,5,1
13/01/18,15:00:00,199,ALUVA,Humid,clear-night,78.39,0.84,1013.7,8,Saturday,5,1
13/01/18,16:00:00,154,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.64,0.87,1012.7,6,Saturday,5,1
13/01/18,17:00:00,108,ALUVA,Humid,clear-night,78.46,0.88,1011.9,6,Saturday,5,1
13/01/18,18:00:00,207,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.4,0.85,1012.8,2,Saturday,5,1
13/01/18,19:00:00,180,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,76.92,0.92,1013.5,7,Saturday,5,1
13/01/18,20:00:00,90,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,75.56,0.96,1013.0,1,Saturday,5,1
13/01/18,21:00:00,137,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,76.5,0.92,1013.3,6,Saturday,5,1
13/01/18,22:00:00,166,ALUVA,Humid,clear-night,76.81,0.95,1013.9,6,Saturday,5,1
13/01/18,23:00:00,128,ALUVA,Humid,clear-night,76.85,0.99,1014.3,2,Saturday,5,1
14/01/18,00:00:00,66,ALUVA,Humid,clear-night,76.9,1.0,1012.3,6,Sunday,6,1
14/01/18,01:00:00,255,ALUVA,Humid,clear-night,78.06,0.97,1011.8,4,Sunday,6,1
14/01/18,02:00:00,157,ALUVA,Humid,clear-night,78.46,0.9,1013.0,5,Sunday,6,1
14/01/18,03:00:00,228,ALUVA,Humid,clear-night,77.01,0.9,1014.4,2,Sunday,6,1
14/01/18,04:00:00,274,ALUVA,Humid,clear-night,77.39,0.91,1013.7,6,Sunday,6,1
14/01/18,05:00:00,224,ALUVA,Humid and Overcast,cloudy,78.05,0.9,1012.6,2,Sunday,6,1
14/01/18,06:00:00,130,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.67,0.86,1013.5,2,Sunday,6,1
14/01/18,07:00:00,244,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.93,0.97,1013.6,6,Sunday,6,1
14/01/18,08:00:00,294,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,77.66,0.95,1014.2,1,Sunday,6,1
14/01/18,09:00:00,283,ALUVA,Humid,clear-night,74.82,0.92,1014.3,3,Sunday,6,1
14/01/18,10:00:00,239,ALUVA,Humid,clear-night,77.71,0.86,1013.2,6,Sunday,6,1
14/01/18,11:00:00,162,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.32,0.91,1011.9,3,Sunday,6,1
14/01/18,12:00:00,215,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.22,0.82,1013.0,3,Sunday,6,1
14/01/18,13:00:00,105,ALUVA,Humid,clear-night,79.93,0.81,1013.9,1,Sunday,6,1
14/01/18,14:00:00,146,ALUVA,Humid,clear-night,79.38,0.9,1013.4,4,Sunday,6,1
14/01/18,15:00:00,171,ALUVA,Humid,clear-night,77.63,0.95,1013.1,2,Sunday,6,1
14/01/18,16:00:00,200,ALUVA,Humid,clear-night,79.07,0.98,1013.1,2,Sunday,6,1
14/01/18,17:00:00,158,ALUVA,Humid,clear-night,78.46,0.97,1013.7,4,Sunday,6,1
14/01/18,18:00:00,69,ALUVA,Humid,clear-night,76.75,0.87,1013.6,5,Sunday,6,1
14/01/18,19:00:00,85,ALUVA,Humid,clear-night,75.87,0.93,1014.0,3,Sunday,6,1
14/01/18,20:00:00,57,ALUVA,Clear,clear-night,75.95,0.85,1012.5,7,Sunday,6,1
14/01/18,21:00:00,157,ALUVA,Humid,clear-night,76.15,0.9,1012.9,5,Sunday,6,1
14/01/18,22:00:00,283,ALUVA,Humid,clear-night,79.72,0.88,1014.5,5,Sunday,6,1
14/01/18,23:00:00,158,ALUVA,Humid and Overcast,cloudy,80.09,0.93,1014.3,1,Sunday,6,1
15/01/18,00:00:00,188,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.59,0.87,1013.3,4,Monday,0,0
15/01/18,01:00:00,244,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,78.99,0.91,1012.3,6,Monday,0,0
15/01/18,02:00:00,171,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.28,0.91,1012.6,5,Monday,0,0
15/01/18,03:00:00,228,ALUVA,Humid,clear-night,80.38,0.89,1012.2,2,Monday,0,0
15/01/18,04:00:00,190,ALUVA,Humid,clear-night,80.86,0.93,1010.6,6,Monday,0,0
15/01/18,05:00:00,156,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.19,0.98,1012.2,1,Monday,0,0
15/01/18,06:00:00,187,ALUVA,Humid,clear-night,80.03,0.92,1013.1,6,Monday,0,0
15/01/18,07:00:00,208,ALUVA,Humid,clear-night,80.94,0.92,1013.3,1,Monday,0,0
15/01/18,08:00:00,81,ALUVA,Humid,clear-night,81.92,0.94,1012.1,3,Monday,0,0
15/01/18,09:00:00,277,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.62,0.96,1010.5,4,Monday,0,0
15/01/18,10:00:00,67,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,79.29,0.97,1011.3,6,Monday,0,0
15/01/18,11:00:00,189,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.51,0.92,1011.6,2,Monday,0,0
15/01/18,12:00:00,208,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.36,0.94,1011.8,3,Monday,0,0
15/01/18,13:00:00,236,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.94,0.93,1010.4,5,Monday,0,0
15/01/18,14:00:00,276,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,82.3,0.94,1010.5,7,Monday,0,0
15/01/18,15:00:00,140,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,82.51,0.96,1010.8,6,Monday,0,0
15/01/18,16:00:00,225,ALUVA,Humid,clear-night,82.39,0.93,1010.7,3,Monday,0,0
15/01/18,17:00:00,218,ALUVA,Humid,clear-night,82.14,0.94,1011.3,6,Monday,0,0
15/01/18,18:00:00,257,ALUVA,Humid and Overcast,cloudy,81.47,0.91,1011.5,3,Monday,0,0
15/01/18,19:00:00,58,ALUVA,Humid and Overcast,cloudy,80.75,0.95,1011.8,5,Monday,0,0
15/01/18,20:00:00,142,ALUVA,Humid and Overcast,cloudy,80.69,0.95,1011.2,6,Monday,0,0
15/01/18,21:00:00,110,ALUVA,Humid and Overcast,cloudy,81.44,0.92,1010.2,6,Monday,0,0
15/01/18,22:00:00,89,ALUVA,Possible Light Rain and Humid,rain,78.67,0.98,1009.3,3,Monday,0,0
15/01/18,23:00:00,202,ALUVA,Humid and Overcast,cloudy,81.05,0.94,1008.3,6,Monday,0,0
16/01/18,00:00:00,166,ALUVA,Possible Light Rain and Humid,rain,81.77,0.94,1009.5,6,Tuesday,1,0
16/01/18,01:00:00,278,ALUVA,Humid and Overcast,cloudy,81.56,0.96,1010.2,3,Tuesday,1,0
16/01/18,02:00:00,240,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,81.49,0.91,1010.3,1,Tuesday,1,0
16/01/18,03:00:00,181,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,81.92,0.95,1010.1,6,Tuesday,1,0
16/01/18,04:00:00,139,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,83.57,0.94,1009.9,3,Tuesday,1,0
16/01/18,05:00:00,128,ALUVA,Humid and Overcast,cloudy,83.6,0.96,1009.0,6,Tuesday,1,0
16/01/18,06:00:00,69,ALUVA,Humid and Overcast,cloudy,82.78,0.89,1009.5,6,Tuesday,1,0
16/01/18,07:00:00,288,ALUVA,Possible Light Rain and Humid,rain,82.44,0.9,1009.8,6,Tuesday,1,0
16/01/18,08:00:00,107,ALUVA,Humid and Overcast,cloudy,80.21,0.96,1009.8,6,Tuesday,1,0
16/01/18,09:00:00,277,ALUVA,Humid and Overcast,cloudy,79.88,0.98,1009.1,3,Tuesday,1,0
16/01/18,10:00:00,263,ALUVA,Humid and Overcast,cloudy,81.03,0.88,1009.1,7,Tuesday,1,0
16/01/18,11:00:00,265,ALUVA,Humid and Overcast,cloudy,80.31,0.86,1010.8,6,Tuesday,1,0
16/01/18,12:00:00,233,ALUVA,Humid,clear-night,81.06,0.83,1012.5,5,Tuesday,1,0
16/01/18,13:00:00,75,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,81.85,0.92,1012.0,6,Tuesday,1,0
16/01/18,14:00:00,241,ALUVA,Humid and Overcast,cloudy,82.83,0.87,1010.9,3,Tuesday,1,0
16/01/18,15:00:00,241,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.52,0.83,1012.2,6,Tuesday,1,0
16/01/18,16:00:00,181,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,81.73,0.87,1011.5,3,Tuesday,1,0
16/01/18,17:00:00,256,ALUVA,Humid,clear-night,80.81,0.89,1009.9,3,Tuesday,1,0
16/01/18,18:00:00,95,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,82.95,0.91,1010.0,6,Tuesday,1,0
16/01/18,19:00:00,84,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,82.11,0.94,1010.4,6,Tuesday,1,0
16/01/18,20:00:00,111,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,82.49,0.89,1010.4,2,Tuesday,1,0
16/01/18,21:00:00,253,ALUVA,Humid and Overcast,cloudy,81.73,0.91,1010.1,6,Tuesday,1,0
16/01/18,22:00:00,72,ALUVA,Humid and Overcast,cloudy,81.76,0.92,1010.1,6,Tuesday,1,0
16/01/18,23:00:00,230,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,82.03,0.94,1010.6,6,Tuesday,1,0
17/01/18,00:00:00,253,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,82.49,0.95,1011.0,6,Wednesday,2,0
17/01/18,01:00:00,54,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.36,0.94,1010.7,7,Wednesday,2,0
17/01/18,02:00:00,171,ALUVA,Possible Light Rain and Humid,rain,81.25,0.95,1009.8,5,Wednesday,2,0
17/01/18,03:00:00,281,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,82.12,0.96,1010.5,4,Wednesday,2,0
17/01/18,04:00:00,50,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,82.2,0.95,1009.9,6,Wednesday,2,0
17/01/18,05:00:00,263,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,80.97,0.98,1010.6,1,Wednesday,2,0
17/01/18,06:00:00,246,ALUVA,Humid and Overcast,cloudy,80.04,0.96,1009.7,6,Wednesday,2,0
17/01/18,07:00:00,160,ALUVA,Humid and Overcast,cloudy,80.1,0.96,1010.6,6,Wednesday,2,0
17/01/18,08:00:00,210,ALUVA,Humid and Overcast,cloudy,79.49,0.97,1010.5,3,Wednesday,2,0
17/01/18,09:00:00,159,ALUVA,Humid and Overcast,cloudy,80.43,0.98,1009.5,3,Wednesday,2,0
17/01/18,10:00:00,61,ALUVA,Humid and Overcast,cloudy,82.0,0.93,1008.6,6,Wednesday,2,0
17/01/18,11:00:00,226,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,82.53,0.94,1008.2,6,Wednesday,2,0
17/01/18,12:00:00,229,ALUVA,Humid and Overcast,cloudy,83.14,0.94,1008.0,2,Wednesday,2,0
17/01/18,13:00:00,127,ALUVA,Humid and Overcast,cloudy,81.24,0.97,1008.8,7,Wednesday,2,0
17/01/18,14:00:00,220,ALUVA,Possible Light Rain and Humid,rain,79.13,0.98,1007.9,4,Wednesday,2,0
17/01/18,15:00:00,176,ALUVA,Humid and Overcast,cloudy,77.41,1.0,1009.7,2,Wednesday,2,0
17/01/18,16:00:00,78,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,81.49,0.93,1009.4,4,Wednesday,2,0
17/01/18,17:00:00,262,ALUVA,Humid and Overcast,cloudy,78.89,1.0,1009.8,6,Wednesday,2,0
17/01/18,18:00:00,203,ALUVA,Humid and Overcast,cloudy,80.47,0.95,1009.2,2,Wednesday,2,0
17/01/18,19:00:00,89,ALUVA,Possible Light Rain and Humid,rain,78.07,0.98,1008.7,6,Wednesday,2,0
17/01/18,20:00:00,204,ALUVA,Possible Drizzle and Humid,rain,78.21,1.0,1008.6,5,Wednesday,2,0
17/01/18,21:00:00,96,ALUVA,Humid and Overcast,cloudy,78.92,1.0,1008.7,5,Wednesday,2,0
17/01/18,22:00:00,208,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.14,1.0,1010.1,8,Wednesday,2,0
17/01/18,23:00:00,58,ALUVA,Possible Light Rain and Humid,rain,78.4,0.96,1009.1,1,Wednesday,2,0
18/01/18,00:00:00,177,ALUVA,Possible Light Rain and Humid,rain,76.99,1.0,1008.1,5,Thursday,3,0
18/01/18,01:00:00,223,ALUVA,Possible Light Rain and Humid,rain,76.9,1.0,1008.8,8,Thursday,3,0
18/01/18,02:00:00,70,ALUVA,Possible Light Rain and Humid,rain,77.7,1.0,1009.3,4,Thursday,3,0
18/01/18,03:00:00,227,ALUVA,Possible Light Rain and Humid,rain,77.21,1.0,1010.1,8,Thursday,3,0
18/01/18,04:00:00,274,ALUVA,Possible Light Rain and Humid,rain,76.08,1.0,1010.8,2,Thursday,3,0
18/01/18,05:00:00,122,ALUVA,Possible Light Rain and Humid,rain,77.43,0.98,1011.0,7,Thursday,3,0
18/01/18,06:00:00,205,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.22,0.96,1010.9,1,Thursday,3,0
18/01/18,07:00:00,191,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,79.44,0.94,1011.1,7,Thursday,3,0
18/01/18,08:00:00,255,ALUVA,Humid and Overcast,cloudy,78.87,0.97,1011.1,6,Thursday,3,0
18/01/18,09:00:00,196,ALUVA,Possible Light Rain and Humid,rain,76.98,0.99,1010.5,2,Thursday,3,0
18/01/18,10:00:00,275,ALUVA,Possible Light Rain and Humid,rain,77.2,0.99,1010.2,7,Thursday,3,0
18/01/18,11:00:00,72,ALUVA,Possible Light Rain and Humid,rain,76.92,1.0,1010.0,7,Thursday,3,0
18/01/18,12:00:00,234,ALUVA,Possible Light Rain and Humid,rain,76.78,1.0,1009.7,1,Thursday,3,0
18/01/18,13:00:00,278,ALUVA,Possible Drizzle and Humid,rain,75.84,1.0,1008.5,4,Thursday,3,0
18/01/18,14:00:00,90,ALUVA,Possible Light Rain and Humid,rain,77.3,1.0,1008.1,3,Thursday,3,0
18/01/18,15:00:00,217,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,77.77,0.98,1009.4,1,Thursday,3,0
18/01/18,16:00:00,107,ALUVA,Humid and Overcast,cloudy,77.32,0.97,1011.0,5,Thursday,3,0
18/01/18,17:00:00,69,ALUVA,Humid and Overcast,cloudy,78.49,0.96,1010.5,2,Thursday,3,0
18/01/18,18:00:00,297,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.57,0.94,1010.4,7,Thursday,3,0
18/01/18,19:00:00,94,ALUVA,Humid and Overcast,cloudy,79.69,0.9,1010.2,5,Thursday,3,0
18/01/18,20:00:00,172,ALUVA,Humid and Overcast,cloudy,79.69,0.9,1009.8,5,Thursday,3,0
18/01/18,21:00:00,152,ALUVA,Humid and Overcast,cloudy,78.9,0.95,1009.5,3,Thursday,3,0
18/01/18,22:00:00,241,ALUVA,Humid and Overcast,cloudy,78.74,0.95,1008.4,2,Thursday,3,0
18/01/18,23:00:00,235,ALUVA,Humid and Overcast,cloudy,76.8,1.0,1009.6,7,Thursday,3,0
19/01/18,00:00:00,207,ALUVA,Possible Drizzle and Humid,rain,77.98,1.0,1010.3,6,Friday,4,0
19/01/18,01:00:00,187,ALUVA,Humid and Overcast,cloudy,78.68,0.98,1010.3,7,Friday,4,0
19/01/18,02:00:00,113,ALUVA,Possible Light Rain and Humid,rain,78.44,0.99,1009.2,7,Friday,4,0
19/01/18,03:00:00,232,ALUVA,Possible Light Rain and Humid,rain,78.08,0.99,1009.6,8,Friday,4,0
19/01/18,04:00:00,132,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.79,0.98,1011.2,5,Friday,4,0
19/01/18,05:00:00,280,ALUVA,Possible Light Rain and Humid,rain,78.23,1.0,1010.7,4,Friday,4,0
19/01/18,06:00:00,70,ALUVA,Possible Light Rain and Humid,rain,76.98,1.0,1011.1,7,Friday,4,0
19/01/18,07:00:00,239,ALUVA,Humid and Overcast,cloudy,76.84,0.98,1010.9,4,Friday,4,0
19/01/18,08:00:00,201,ALUVA,Humid and Overcast,cloudy,78.44,0.98,1011.7,3,Friday,4,0
19/01/18,09:00:00,234,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.82,0.98,1012.2,5,Friday,4,0
19/01/18,10:00:00,147,ALUVA,Possible Light Rain and Humid,rain,79.13,0.99,1012.4,5,Friday,4,0
19/01/18,11:00:00,124,ALUVA,Possible Light Rain and Humid,rain,76.94,1.0,1011.7,3,Friday,4,0
19/01/18,12:00:00,180,ALUVA,Humid and Partly Cloudy,partly-cloudy-night,76.98,1.0,1010.9,3,Friday,4,0
19/01/18,13:00:00,123,ALUVA,Possible Light Rain and Humid,rain,76.66,1.0,1010.5,5,Friday,4,0
19/01/18,14:00:00,246,ALUVA,Possible Light Rain and Humid,rain,77.28,1.0,1009.0,4,Friday,4,0
19/01/18,15:00:00,117,ALUVA,Rain and Humid,rain,76.83,1.0,1007.4,4,Friday,4,0
19/01/18,16:00:00,111,ALUVA,Possible Light Rain and Humid,rain,75.88,1.0,1008.8,8,Friday,4,0
19/01/18,17:00:00,292,ALUVA,Possible Light Rain and Humid,rain,76.85,1.0,1008.4,4,Friday,4,0
19/01/18,18:00:00,73,ALUVA,Rain and Humid,rain,75.88,1.0,1009.2,6,Friday,4,0
19/01/18,19:00:00,231,ALUVA,Humid and Overcast,cloudy,74.68,1.0,1008.6,2,Friday,4,0
19/01/18,20:00:00,77,ALUVA,Possible Light Rain and Humid,rain,75.77,1.0,1009.5,6,Friday,4,0
19/01/18,21:00:00,176,ALUVA,Possible Drizzle and Humid,rain,76.66,1.0,1011.1,5,Friday,4,0
19/01/18,22:00:00,92,ALUVA,Humid and Overcast,cloudy,76.77,1.0,1011.0,7,Friday,4,0
19/01/18,23:00:00,116,ALUVA,Humid and Overcast,cloudy,76.44,1.0,1011.0,5,Friday,4,0
20/01/18,00:00:00,284,ALUVA,Humid and Overcast,cloudy,77.04,1.0,1011.1,7,Saturday,5,0
20/01/18,01:00:00,251,ALUVA,Humid and Overcast,cloudy,77.57,1.0,1010.3,3,Saturday,5,0
20/01/18,02:00:00,289,ALUVA,Humid and Overcast,cloudy,78.7,0.95,1010.9,7,Saturday,5,0
20/01/18,03:00:00,207,ALUVA,Humid and Overcast,cloudy,78.02,0.98,1011.8,7,Saturday,5,0
20/01/18,04:00:00,159,ALUVA,Humid and Mostly Cloudy,partly-cloudy-night,78.55,1.0,1011.8,3,Saturday,5,0
20/01/18,05:00:00,238,ALUVA,Humid and Overcast,cloudy,78.41,1.0,1011.5,7,Saturday,5,0
20/01/18,06:00:00,171,ALUVA,Humid and Overcast,cloudy,77.77,0.97,1011.8,1,Saturday,5,0
20/01/18,07:00:00,228,ALUVA,Humid and Overcast,cloudy,78.07,1.0,1011.7,7,Saturday,5,0
20/01/18,08:00:00,255,ALUVA,Possible Light Rain and Humid,rain,77.53,1.0,1010.9,6,Saturday,5,0
20/01/18,09:00:00,116,ALUVA,Humid and Overcast,cloudy,77.12,1.0,1010.4,3,Saturday,5,0
